FIPS,YPLL
20001,9358
20000,7024
19197,5799
19195,7955
19193,7048
19191,3840
19189,6394
19187,8173
19185,9011
19183,7046
19181,5488
19179,8677
19177,8229
19175,8347
19173,6654
19171,9339
19169,4451
19167,4335
19165,5352
19163,6591
19161,7613
19159,
19157,6344
19155,8184
19153,6375
19151,7373
19149,6103
19147,8185
19145,6665
19143,8207
19141,5597
19139,5966
19137,8001
19135,7985
19133,8373
19131,5127
19129,6541
19127,6506
19125,5993
19123,6169
19121,5729
19119,5668
19117,6802
19115,8512
19113,5946
19111,8801
19109,4352
19107,6804
19105,5330
19103,4658
19101,5550
19099,6821
19097,6398
19095,5939
19093,5607
19091,7085
19089,5608
19087,5667
19085,5896
19083,5554
19081,4335
19079,6341
19077,4582
19075,5869
19073,7001
19071,9446
19069,6497
19067,5976
19065,6506
19063,6952
19061,5401
19059,5419
19057,7233
19055,4708
19053,8830
19051,6503
19049,4248
19047,6488
19045,7150
19043,5477
19041,5021
19039,9780
19037,6642
19035,6017
19033,8053
19031,4151
19029,8187
19027,6280
19025,7106
19023,6750
19021,4530
19019,5930
19017,4212
19015,4867
19013,7270
19011,6239
19009,12174
19007,8090
19005,5440
19003,
19001,6247
19000,6244
18183,6248
18181,8098
18179,6641
18177,12126
18175,10650
18173,6391
18171,6404
18169,9727
18167,9160
18165,8722
18163,9071
18161,10648
18159,7866
18157,6290
18155,8919
18153,9866
18151,5661
18149,10358
18147,7133
18145,9408
18143,13106
18141,8247
18139,8574
18137,8525
18135,10621
18133,7269
18131,10220
18129,6897
18127,7030
18125,8294
18123,8224
18121,7527
18119,9405
18117,9168
18115,7026
18113,7803
18111,10827
18109,8018
18107,8839
18105,5850
18103,7545
18101,6864
18099,6877
18097,9933
18095,9495
18093,8067
18091,9595
18089,9257
18087,6290
18085,6926
18083,9720
18081,6775
18079,12633
18077,9336
18075,11131
18073,8596
18071,9738
18069,7549
18067,10930
18065,9012
18063,5516
18061,8114
18059,6290
18057,4148
18055,8255
18053,11126
18051,8673
18049,9436
18047,6213
18045,8543
18043,8184
18041,13592
18039,7468
18037,5951
18035,10785
18033,7249
18031,7816
18029,8279
18027,8048
18025,11508
18023,9043
18021,9548
18019,9765
18017,9919
18015,6706
18013,8072
18011,6094
18009,10342
18007,6742
18005,7586
18003,8340
18001,7300
18000,8306
17203,5981
17201,9265
17199,7657
17197,5835
17195,7403
17193,9077
17191,7329
17189,7378
17187,6820
17185,5283
17183,10670
17181,9277
17179,6842
17177,6968
17175,8832
17173,6284
17171,9695
17169,9365
17167,7607
17165,10438
17163,9331
17161,7061
17159,8519
17157,8308
17155,
17153,9382
17151,
17149,8707
17147,6214
17145,6608
17143,8427
17141,6953
17139,5783
17137,7845
17135,8392
17133,4016
17131,7129
17129,7039
17127,11414
17125,7535
17123,8022
17121,11020
17119,8583
17117,8522
17115,8085
17113,5515
17111,5320
17109,6625
17107,7928
17105,8322
17103,6754
17101,8310
17099,8209
17097,4856
17095,7712
17093,4475
17091,8899
17089,4935
17087,7033
17085,7051
17083,8044
17081,9465
17079,5670
17077,8309
17075,9909
17073,6187
17071,7736
17069,12782
17067,7116
17065,6870
17063,6221
17061,9478
17059,10593
17057,8015
17055,9524
17053,7920
17051,7410
17049,6421
17047,6571
17045,8342
17043,4286
17041,6830
17039,8207
17037,5669
17035,6409
17033,6748
17031,7012
17029,6782
17027,6113
17025,7557
17023,7532
17021,7327
17019,5920
17017,7232
17015,6473
17013,
17011,7206
17009,5628
17007,6016
17005,7288
17003,9900
17001,7087
17000,6683
16087,5898
16085,4660
16083,7321
16081,3898
16079,9640
16077,7675
16075,8672
16073,10278
16071,
16069,7176
16067,7450
16065,3600
16063,6293
16061,
16059,8349
16057,5498
16055,6043
16053,7214
16051,5704
16049,8022
16047,9297
16045,7216
16043,5324
16041,9111
16039,6581
16037,
16035,9394
16033,
16031,8279
16029,6707
16027,6388
16025,
16023,
16021,7105
16019,7227
16017,6378
16015,
16013,3929
16011,8487
16009,9613
16007,7516
16005,8050
16003,
16001,5088
16000,6310
15009,5343
15007,6333
15005,
15003,5585
15001,7186
15000,5794
13321,10313
13319,10208
13317,10094
13315,9778
13313,6966
13311,7793
13309,5428
13307,
13305,11070
13303,9219
13301,13059
13299,10583
13297,8536
13295,10285
13293,10537
13291,7383
13289,16162
13287,10279
13285,9918
13283,7480
13281,10076
13279,10722
13277,8926
13275,9551
13273,9643
13271,8918
13269,10188
13267,9276
13265,
13263,7419
13261,11945
13259,12236
13257,11066
13255,11618
13253,11384
13251,9849
13249,9370
13247,7963
13245,11361
13243,11213
13241,7608
13239,
13237,6993
13235,9671
13233,10411
13231,7608
13229,8979
13227,8240
13225,11601
13223,6375
13221,7168
13219,4414
13217,8501
13215,11064
13213,9333
13211,8959
13209,9118
13207,8453
13205,11754
13201,17028
13199,11323
13197,9664
13195,8452
13193,11453
13191,10011
13189,11434
13187,7799
13185,9540
13183,6706
13181,9539
13179,9105
13177,7672
13175,10949
13173,8709
13171,10615
13169,7489
13167,10998
13165,10159
13163,11577
13161,11977
13159,8945
13157,7199
13155,12296
13153,7537
13151,7471
13149,11021
13147,6778
13145,5891
13143,10802
13141,9938
13139,6612
13137,7542
13135,5202
13133,9011
13131,10138
13129,9231
13127,9176
13125,9971
13123,9677
13121,6716
13119,10542
13117,3873
13115,9574
13113,5111
13111,9734
13109,9322
13107,12436
13105,10646
13103,8392
13101,6576
13099,11295
13097,7561
13095,11722
13093,9610
13091,10338
13089,6847
13087,10800
13085,8843
13083,8513
13081,10526
13079,9510
13077,6448
13075,9397
13073,6261
13071,10886
13069,10472
13067,5621
13065,11047
13063,8904
13061,
13059,7206
13057,5616
13055,12535
13053,9080
13051,8287
13049,8812
13047,7805
13045,9151
13043,11595
13039,7721
13037,9265
13035,10787
13033,12289
13031,7876
13029,8094
13027,9327
13025,11807
13023,9943
13021,10979
13019,11728
13017,10150
13015,8278
13013,8517
13011,9994
13009,10135
13007,
13005,10877
13003,10686
13001,9669
13000,7703
12133,10030
12131,7321
12129,8328
12127,9436
12125,16885
12123,10594
12121,9446
12119,8447
12117,6065
12115,7266
12113,7193
12111,7703
12109,5739
12107,12710
12105,8156
12103,8091
12101,8714
12099,6931
12097,6628
12095,6256
12093,10183
12091,8034
12089,9369
12087,7596
12086,5314
12085,7076
12083,10928
12081,7935
12079,9616
12077,7446
12075,10525
12073,6314
12071,7344
12069,7814
12067,9426
12065,9864
12063,10331
12061,6883
12059,9908
12057,6872
12055,9562
12053,8734
12051,8548
12049,6848
12047,9931
12045,9692
12043,9578
12041,8968
12039,9926
12037,8765
12035,7550
12033,9783
12031,9657
12029,10796
12027,8281
12023,10346
12021,5205
12019,7659
12017,11763
12015,8115
12013,10649
12011,6339
12009,8820
12007,10390
12005,9721
12003,10068
12001,6824
12000,7260
11001,8111
11000,8111
10005,8085
10003,7701
10001,7952
10000,7777
9015,7090
9013,5008
9011,6400
9009,6219
9007,5466
9005,5933
9003,6084
9001,4529
9000,5674
8125,5557
8123,5794
8121,9055
8119,7155
8117,3411
8115,
8113,
8111,
8109,10483
8107,5683
8105,9648
8103,6568
8101,9771
8099,8230
8097,3079
8095,
8093,7012
8091,
8089,9826
8087,8133
8085,7174
8083,9029
8081,7545
8079,
8077,7097
8075,7643
8073,5563
8071,14037
8069,5077
8067,5553
8065,6308
8063,6571
8061,
8059,5397
8057,
8055,12092
8053,
8051,4523
8049,5326
8047,
8045,5862
8043,7921
8041,7453
8039,5547
8037,3057
8035,3549
8033,
8031,6376
8029,7445
8027,
8025,
8023,
8021,11527
8019,5065
8017,
8015,5979
8014,4551
8013,4233
8011,10020
8009,
8007,6069
8005,5338
8003,9381
8001,6437
8000,5944
6115,9638
6113,4795
6111,4695
6109,7519
6107,7209
6105,11187
6103,8847
6101,7136
6099,7164
6097,4779
6095,6149
6093,9455
6091,
6089,9014
6087,4622
6085,3579
6083,5042
6081,3368
6079,5271
6077,7155
6075,4270
6073,4641
6071,6763
6069,5148
6067,6340
6065,5797
6063,8701
6061,4523
6059,4199
6057,5835
6055,4646
6053,5176
6051,3370
6049,10077
6047,6776
6045,7750
6043,8231
6041,3207
6039,6651
6037,5018
6035,7126
6033,11305
6031,6357
6029,7923
6027,8740
6025,6213
6023,8994
6021,7364
6019,7007
6017,5165
6015,8955
6013,4624
6011,6556
6009,7346
6007,7784
6005,6364
6003,
6001,4409
6000,5260
5149,11025
5147,12035
5145,9374
5143,7000
5141,9815
5139,12071
5137,11002
5135,11447
5133,9175
5131,9228
5129,10573
5127,12624
5125,8220
5123,11659
5121,12390
5119,9586
5117,10020
5115,8349
5113,8880
5111,13237
5109,7649
5107,14528
5105,8989
5103,10902
5101,9296
5099,10609
5097,7412
5095,19435
5093,13687
5091,11703
5089,10927
5087,12678
5085,9809
5083,9882
5081,10229
5079,9840
5077,10548
5075,11414
5073,10167
5071,9637
5069,12661
5067,11657
5065,11561
5063,9089
5061,10577
5059,11697
5057,9328
5055,10790
5053,8196
5051,11023
5049,11065
5047,12540
5045,7859
5043,11208
5041,13313
5039,10401
5037,12126
5035,12730
5033,9077
5031,8226
5029,10157
5027,8842
5025,11273
5023,10497
5021,11223
5019,9843
5017,13048
5015,10665
5013,12078
5011,11117
5009,8901
5007,6154
5005,8750
5003,9976
5001,11452
5000,9449
4027,6104
4025,7756
4023,5084
4021,6770
4019,7370
4017,13755
4015,10257
4013,6474
4012,15452
4011,7215
4009,8635
4007,14227
4005,8705
4003,7452
4001,15889
4000,7075
2290,18289
2282,
2275,
2261,7321
2240,7042
2230,
2220,5871
2198,13103
2195,
2188,16982
2185,10485
2180,14662
2170,6908
2164,
2158,19111
2150,5024
2130,7733
2122,8213
2110,7651
2105,
2100,
2090,7007
2070,13106
2068,
2060,
2050,14126
2020,7680
2016,
2013,
2000,8049
1133,10860
1131,12987
1129,12133
1127,15206
1125,8774
1123,10544
1121,12063
1119,13159
1117,6106
1115,9943
1113,11234
1111,10407
1109,10403
1107,9794
1105,14264
1103,9541
1101,9821
1099,12612
1097,10464
1095,10063
1093,11106
1091,12172
1089,8270
1087,12689
1085,15840
1083,7722
1081,6973
1079,11826
1077,9035
1075,11928
1073,10970
1071,11088
1069,9647
1067,9242
1065,12327
1063,11619
1061,11145
1059,10155
1057,9721
1055,11905
1053,12227
1051,8763
1049,10748
1047,14717
1045,10467
1043,10182
1041,9945
1039,11418
1037,12691
1035,10822
1033,10645
1031,8175
1029,11088
1027,10462
1025,11144
1023,12480
1021,10019
1019,12350
1017,11113
1015,12079
1013,14360
1011,11680
1009,11335
1007,11978
1005,10254
1003,7354
1001,8129
1000,9943
