County_FIPS,Medicaid,SVI,YPLL,Unemp,Covid_last_14,Cum_Covid_death_in_July,Cum_Covid_death_in_August,Cum_Covid_death_in_September
42001,17057.732819462377,0.013432680254726697,6519.0,10.3,79.60469473541147,941.6652913823063,1592.0938947082293,2308.5361473269327
42005,27088.900903684247,0.012350446654635193,9745.0,12.3,71.05893257125203,749.208310805592,1132.308642928864,1802.7342241445897
42007,25939.888610313,0.012697739761122524,8891.0,14.5,72.59240280853297,4796.58876708819,6561.37718158471,8588.47427849862
42009,24649.181423321083,0.01312989397362083,7622.0,12.0,60.55796859338456,528.3160708319413,810.2238556632141,1169.3952555963915
42013,28452.995592182484,0.013458842245062249,8290.0,11.8,149.3897183757562,70.59074604568698,251.17172430209556,602.4838092736541
42015,25776.237919201634,0.013724309382108075,7496.0,10.0,104.43777663577738,606.7337499792783,760.9038012035211,915.0738524277639
42017,12822.830948477565,0.014003564073750158,6388.0,12.7,77.19610995272733,7714.199309214191,10590.192114855077,13442.150667706559
42019,15441.861455499778,0.011929676139427792,6831.0,10.6,62.81507348831268,638.2650263770075,909.2215721867631,1253.1074829787121
42025,25602.193761490762,0.01293638628952406,9096.0,13.5,45.184007977314515,3670.8111308466546,5023.215231684896,6331.99339378642
42029,11760.055924981285,0.015566199772879685,5016.0,10.0,97.9068132856117,5196.489831215511,7269.2951661844345,9342.862421879316
42031,25029.918310005723,0.01433704575664803,7314.0,10.4,41.62547479057183,468.28659139393307,666.0075966491493,900.1508923461158
42033,30917.923159422116,0.015626842547035176,7656.0,11.6,52.99350198725633,0.0,26.496750993628165,105.98700397451266
42035,28129.52992337958,0.01420178103333251,6747.0,10.9,62.12466349140609,657.4860219507144,1058.7078069993788,1472.8722302754193
42037,21220.98392956099,0.013109069488500703,7538.0,10.6,113.90924204174618,4625.638815343883,6295.794593928946,7912.074379656426
42039,27282.609980030487,0.014402051943667884,8495.0,12.2,41.35698164931643,28.359073130959835,79.16907915726289,170.15443878575903
42041,13713.936140821723,0.013794086522172384,6137.0,9.9,76.1731854599992,2040.8888187236057,2910.762915893752,3789.3199668469038
42047,23988.632564359745,0.010823986763339627,8585.0,17.8,33.433634236041456,133.73453694416582,341.0230692076229,541.6248746238716
42051,32077.60261150734,0.01518324582780085,10467.0,15.2,43.31884214923341,344.23008493587264,476.5072636415675,632.7645156798737
42055,18349.706825262696,0.013826838403551119,7242.0,11.3,62.56974591522767,2157.688660684913,3077.528430531456,4021.23501067556
42057,25120.440467997247,0.012725870989600456,7595.0,15.8,61.94081211286992,578.1142463867859,1004.81761871989,1417.7563661390227
42063,24192.071176239697,0.016253703311141898,7989.0,12.4,170.0902786863797,654.1933795629988,942.0384665707182,1345.2594768831848
42065,27267.702936096717,0.01267961331975943,7216.0,11.6,25.331030512377662,115.14104778353484,186.52849740932643,333.909038572251
42067,20070.266122844565,0.015163159217327476,6943.0,8.7,72.6890925978274,1603.1983200743043,2354.3189435851873,3141.7841133949846
42073,29247.357096080086,0.013765853374920653,10144.0,13.2,57.301899148657505,1058.3309944803068,1630.180559453644,2379.782954439143
42075,23453.202908465155,0.016521402835835728,7039.0,11.8,127.65087134061625,2448.6399187548045,3656.033795744501,4882.469515420366
42077,26261.379082525087,0.02098979352622195,6468.0,14.3,70.94157338662075,6438.083169517868,9288.472265094038,12111.242885534959
42081,26934.0417832461,0.013920249719841606,7340.0,12.2,89.1446526447718,1267.4427841375475,1825.2588284097828,2451.0366375696167
42083,28994.461538461543,0.014784377734995403,8098.0,12.8,17.23076923076923,211.6923076923077,288.0,435.6923076923077
42085,27235.341424184822,0.015252316620007582,8780.0,13.1,63.05746454159966,457.85202514987566,777.7087293463957,1167.9339084661501
42089,24145.039378402664,0.01571921467759007,7664.0,17.9,25.841159093445153,5909.403245414663,8188.710937270586,10480.351909602927
42095,20108.750839379598,0.01551535380387851,6142.0,13.7,62.23692615097368,7293.8401821249,10286.453641679087,13266.292153233864
42099,19497.752420470264,0.011902110194095575,8490.0,9.6,75.63969571230982,756.3969571230982,1091.3727524204703,1467.4100968188104
42103,21967.782974072285,0.012948216411015682,7288.0,15.8,44.79564227991901,3685.785446791736,4852.263971760827,6000.824239817951
42105,32488.20041147283,0.013568938186722605,8822.0,11.6,30.25535519787002,0.0,0.0,0.0
42107,25215.939558146278,0.013476097809702466,9858.0,12.9,117.43150418438162,2396.7345552812344,3506.6744954336123,4601.051224188061
42109,19332.70583572773,0.012916907591735272,5412.0,9.6,274.94302982264935,406.22213415238286,559.7939165758446,809.9673040721293
42111,24616.390049968002,0.014344865244414397,7806.0,12.4,38.12272795349027,119.81428785382657,242.35162770433104,364.88896755483546
42115,23132.81095020829,0.012721830923560964,8124.0,9.8,17.357667129537788,4493.156119817497,6561.198174965285,8634.199563578655
42117,25648.542780419302,0.013308723086448615,7341.0,12.6,54.19920672070164,527.2104653740977,748.9344928678771,970.6585203616564
42121,30764.979868950813,0.013416002092058734,8287.0,11.4,33.55174863819373,0.0,19.736322728349254,78.94529091339702
42123,24500.523079278406,0.012000616054163051,6783.0,11.0,5.103212472251283,150.54476793141282,229.6445612513077,306.19274833507694
42125,21759.601672588404,0.012308341391998818,8602.0,12.8,61.87610277233944,279.89268363425424,546.7333768399681,960.5298141299882
42127,24057.163996028114,0.013125044278548584,7274.0,12.8,75.93310099102432,1485.5629757987579,2057.9817371157105,2642.0825139697436
42129,21491.03322164867,0.011556056287059174,8421.0,12.3,87.99108051327174,1118.9484635954818,1542.2801441104732,1977.3630764203967
