County_FIPS,Medicaid,SVI,YPLL,Unemp,Covid_last_14,Cum_Covid_death_in_July,Cum_Covid_death_in_August,Cum_Covid_death_in_September
41007,25972.664009132495,0.024640470610481646,7566.0,11.8,22.37470167064439,0.0,0.0,0.0
41009,24418.226137516896,0.02245997116537156,6472.0,10.6,47.751843221148334,0.0,36.29140084807273,93.59361271345074
41017,21922.184620891094,0.02028864620951684,4859.0,10.7,60.7004835805192,21.75100661635271,181.5956133783866,359.6503652145762
41029,30075.983983885206,0.027036444785274834,6985.0,10.9,110.43522340502571,1.3578101238322833,26.703599102034907,75.5847635599971
41035,34241.32906140413,0.028576227815323776,9170.0,10.7,52.75652862041678,43.963773850347316,126.0294850376623,213.95703273835693
41037,30404.101041094065,0.029100873278589522,8551.0,7.0,12.708095056551024,0.0,0.0,0.0
41043,30059.797091660006,0.02531298589865734,6762.0,10.4,103.27632582910081,753.7630347825417,1018.1196001510609,1318.6999514447125
41053,23262.141151688797,0.026487334886865985,5754.0,9.2,75.50676656792704,1151.1877795202415,1603.0667363652203,2123.4826044026254
41061,27820.887882177598,0.02585431768245131,7211.0,9.9,33.53828954723309,216.13564374883546,447.17719396310787,670.7657909446618
41065,30414.240950577452,0.031027688711575862,7709.0,6.9,82.45258976088749,487.2198485870625,835.7694325762686,1176.8233265872125
41071,25032.359461765296,0.029795673926930975,6051.0,9.4,104.57516339869282,830.9990662931839,1210.0840336134454,1598.5060690943044
41001,27796.74761306365,0.025848282308711928,8173.0,9.6,43.413545026048126,0.0,111.6348300669809,483.75093029025055
41003,18705.466523938056,0.02775991180497639,4132.0,8.5,48.35953703803209,624.3753559799254,824.2614424037914,1017.6995905559198
41005,16364.859906769356,0.02351156946269176,5148.0,10.2,82.49897773005856,449.32051928921754,813.7507861315632,1244.6584901013182
41013,29952.684823889937,0.02406882075889016,7372.0,11.4,94.24684477954433,94.24684477954433,221.27520078675627,344.20586789050975
41015,27253.389272899258,0.02444949731247033,7424.0,11.6,100.32715376226827,0.0,0.0,0.0
41019,31589.548667088813,0.025981108107193947,8762.0,10.0,50.45954225986664,15.318075328888089,55.865921787709496,143.26905748783565
41025,29279.611670982296,0.027370959641893244,8763.0,6.8,67.63154335181929,0.0,0.0,0.0
41027,31052.364832363295,0.03543675993295581,4266.0,8.0,59.875117611838164,0.0,0.0,0.0
41031,34781.97029812319,0.032262551744350845,8304.0,10.6,77.05410008922054,48.66574742477086,677.2649849947279,1610.0251439695026
41039,27456.7270866892,0.027188432959858337,6308.0,10.7,140.81299876723193,77.99679113872698,110.71356594523998,208.86389036477897
41041,30722.525435783482,0.024312787187771315,8154.0,14.8,34.02585965333654,412.3133581521957,1054.8016492534325,1835.3949001240942
41057,27470.778109806935,0.025899689677936558,6654.0,10.6,44.38526409232135,0.0,0.0,0.0
41063,26474.785560998258,0.02370712724650181,8500.241558457017,7.3,55.49389567147614,194.2286348501665,624.3063263041065,1040.5105438401777
41067,17397.81174071604,0.029346221790528877,4109.0,9.4,91.25786247157542,320.3167595313767,475.5714836633466,749.3450710780728
41011,34809.08451930844,0.026479911083473407,8531.0,11.6,55.82520508009367,0.0,0.0,0.0
41021,23000.211755741813,0.023260365916315123,8500.241558457017,8.1,104.60251046025104,0.0,0.0,0.0
41023,28675.991137616536,0.024531649243327826,8732.0,8.8,0.0,0.0,0.0,0.0
41033,34605.5554071904,0.025420899884813473,9222.0,10.7,34.29080892018243,128.01901996868105,194.31458388103374,262.8962017213986
41047,30188.837634061234,0.034157986235453894,6240.0,9.5,152.66604948565055,1092.8129079001087,1743.1530283079082,2499.2956086229005
41055,16961.266944750623,0.020143187644288716,8500.241558457017,7.6,0.0,0.0,0.0,0.0
41059,30841.81422640383,0.038770821806216375,7432.0,7.9,210.39127645926877,650.4169339320077,1893.5214881334189,3448.3643361128925
41069,35324.68066679125,0.02215968621158724,8500.241558457017,5.0,0.0,0.0,0.0,0.0
41051,25053.60615039886,0.03505537902480133,5835.0,12.8,122.6541019000929,834.8352412176835,1237.7361275996334,1720.725098572316
41045,35612.20902097818,0.04338635889753372,7735.0,7.4,444.8660495240587,503.7453796081254,2005.1682967518236,4272.0225049883875
41049,25529.098174124098,0.03890939914441792,5719.0,6.6,112.03998965784712,387.8307334310092,1137.6368180642937,2344.221322071878
